,State Code,1,2,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,44,45,47,48,49,50,51,53,54,55
Population,Population,2192,99,1737,1763,31629,1593,17758,792,796,67180,10489,1016,799,4867,394,460,1021,1251,2825,628,7662,73044,3672,1872,190,1759,266,107,1422,555,32842,609,22139,4899,2563,533,661,8872,1354,2881,985,13741,4468,280,3022,3274,124,1629
Age,Age 0 to 4,0,0,74,0,192,0,0,0,0,550,0,0,0,99,0,0,0,102,0,0,0,352,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0
Age,Age 05 to 09,0,0,0,209,398,70,0,0,0,851,100,0,0,198,0,81,0,106,0,0,118,953,0,0,0,0,0,0,76,0,335,0,56,92,288,0,0,0,0,0,0,119,190,0,0,0,0,0
Age,Age 10 to 19,91,0,86,673,2442,70,1302,0,0,3701,658,0,0,288,0,101,0,116,262,0,376,4846,413,24,0,124,0,0,0,0,2392,0,579,892,281,0,75,1079,61,100,0,1632,447,0,207,302,0,103
Age,Age 20 to 24,387,0,350,0,1138,0,839,0,0,4968,1107,0,0,329,0,0,72,96,0,84,515,4242,858,135,0,170,0,0,0,124,2103,0,1070,291,290,0,83,926,80,287,223,1657,579,0,267,0,0,105
Age,Age 25 to 29,1116,0,328,0,5600,71,2500,403,133,5621,896,82,227,546,0,0,123,0,305,405,204,11111,733,810,0,472,0,107,73,77,4118,171,2766,178,38,0,0,1564,88,395,0,1909,1047,0,171,368,0,466
Age,Age 30 to 34,85,0,48,0,4583,372,3019,0,81,9325,1679,0,0,561,0,163,224,140,1119,0,725,13846,331,712,0,0,266,0,196,354,4041,0,3692,711,274,127,0,1283,279,940,63,1719,395,0,646,659,0,0
Age,Age 35 to 39,105,0,299,294,3977,63,3045,0,79,7481,1150,28,91,650,205,115,0,472,407,0,1262,10547,373,0,0,85,0,0,81,0,6230,0,3491,826,229,209,315,154,0,0,267,1091,394,0,497,706,0,350
Age,Age 40 to 44,0,0,235,0,4069,284,1785,83,129,8180,1229,411,89,753,189,0,107,0,518,0,859,11251,131,0,129,114,0,0,271,0,3953,238,1466,490,508,0,0,1676,132,185,103,1183,260,0,325,86,0,253
Age,Age 45 to 49,125,99,71,0,3357,362,1908,0,0,9327,924,390,0,173,0,0,141,0,0,139,597,8291,21,151,61,535,0,0,242,0,3183,72,3363,438,149,197,106,634,276,143,160,2239,292,0,259,720,0,24
Age,Age 50 to 54,283,0,73,587,1642,150,1031,0,161,6589,1037,105,0,796,0,0,0,0,93,0,528,4220,305,40,0,151,0,0,0,0,2386,0,2266,410,117,0,0,390,200,443,81,708,435,0,322,84,0,86
Age,Age 55 to 59,0,0,77,0,1839,77,1088,0,102,4247,943,0,275,87,0,0,354,219,121,0,465,2144,101,0,0,0,0,0,0,0,1890,0,1154,81,185,0,0,726,159,91,0,532,0,0,194,97,0,133
Age,Age 60 to 64,0,0,96,0,408,0,789,207,111,2742,563,0,0,56,0,0,0,0,0,0,382,743,0,0,0,0,0,0,0,0,1304,58,786,86,158,0,0,0,0,62,88,291,0,196,61,65,0,0
Age,Age 65 to 69,0,0,0,0,1298,74,282,0,0,1727,203,0,0,228,0,0,0,0,0,0,215,0,0,0,0,108,0,0,0,0,643,0,485,77,0,0,0,333,0,0,0,552,82,84,0,187,0,0
Age,Age 70 to 74,0,0,0,0,187,0,136,99,0,607,0,0,0,0,0,0,0,0,0,0,252,322,320,0,0,0,0,0,217,0,116,0,151,0,0,0,82,0,0,235,0,0,0,0,73,0,124,0
Age,Age 75 to 79,0,0,0,0,179,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,467,176,86,0,0,0,0,0,266,0,148,27,199,77,46,0,0,0,79,0,0,109,74,0,0,0,0,109
Age,Age 80 to 84,0,0,0,0,244,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,43,204,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age,Age 85 plus,0,0,0,0,76,0,34,0,0,404,0,0,117,103,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,337,178,0,0,0,107,0,0,0,0,0,0,0,0,0,0
Gender Distribution,Female,1520,99,983,1072,17821,457,9442,538,542,38577,5244,690,799,3043,217,379,955,483,1423,405,4052,35643,2228,1402,61,1270,266,107,943,129,17357,537,12064,2852,1469,290,157,4374,722,1563,663,8122,2571,196,1674,2380,124,979
