Type,State Code,1,2,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34,35,36,37,39,40,41,42,44,45,47,48,49,51,53,55
Population,Population,2030,88,1288,861,25111,1339,14021,296,443,57175,14326,1104,82,3537,904,428,479,63,407,2017,7510,88547,2159,877,375,1067,146,940,2627,33514,216,26003,2026,2588,3410,571,7019,1143,2339,1355,7921,2904,6471,2505,804
Age,Age 0 to 4,78,0,0,0,305,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,87,0,0
Age,Age 05 to 09,172,0,0,116,1039,84,333,0,0,1071,1341,69,0,69,0,0,0,0,0,0,484,1662,0,0,142,0,0,0,0,831,0,327,86,0,0,0,157,0,0,0,283,182,1180,0,85
Age,Age 10 to 19,242,0,0,0,2920,0,1309,0,0,6693,1304,0,82,518,0,0,101,0,55,545,809,7942,302,203,0,0,0,196,393,3363,48,1777,338,217,1127,0,748,0,119,0,382,360,439,467,213
Age,Age 20 to 24,0,0,67,0,1910,0,2153,104,0,5945,1891,62,0,0,143,107,0,0,0,0,153,10284,173,165,0,201,0,65,1048,3377,0,931,144,251,0,120,795,75,577,0,831,154,394,97,0
Age,Age 25 to 29,279,0,190,0,2788,372,2771,0,0,4472,2329,174,0,175,95,99,148,63,0,534,1536,17815,176,0,0,514,146,132,0,5159,0,4310,252,341,105,165,1404,0,439,823,2356,330,643,606,0
Age,Age 30 to 34,333,0,255,98,4239,83,1779,110,73,6269,2209,305,0,81,83,0,0,0,55,0,810,14211,346,264,0,79,0,64,0,3965,0,6203,73,263,0,0,204,104,307,0,708,252,931,72,0
Age,Age 35 to 39,238,88,0,0,2857,207,2845,0,0,8645,1471,137,0,163,0,0,0,0,0,0,688,11985,531,119,61,96,0,128,142,5772,0,1415,222,205,0,100,1313,198,72,0,702,891,298,554,203
Age,Age 40 to 44,365,0,61,385,3152,141,1133,0,0,8562,1465,26,0,307,352,0,0,0,86,454,990,9143,351,0,75,65,0,201,166,2929,0,2509,734,701,1078,106,654,695,519,0,730,384,691,254,0
