State_Code,State_Code,1,2,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,44,45,47,48,49,50,51,53,54,55,,,,
Population,Population,2374,340,3017,1356,45413,2507,21387,827,1268,108119,14200,642,541,5691,1730,881,2444,1033,3376,10866,81900,5113,2452,939,2207,150,1674,2926,1549,37029,760,29437,7753,2909,2572,2259,12558,2429,3209,2249,20840,7171,44,8106,6875,257,2180,,,,
Age,Age 0 to 4,0,0,0,0,612,0,309,0,0,2687,285,0,0,89,0,0,0,0,0,458,1191,402,0,0,0,0,0,0,0,394,0,768,77,0,0,0,93,0,0,0,0,0,0,0,192,0,0,,,,
Age,Age 05 to 09,225,0,0,181,587,0,309,0,0,3371,40,0,0,0,0,0,0,0,0,0,2672,436,0,0,0,0,0,0,0,163,0,78,304,0,218,0,634,0,0,0,1028,833,0,116,340,0,0,,,,
Age,Age 10 to 19,421,0,0,0,2404,448,886,0,0,6783,1129,0,0,185,64,10,1031,238,61,536,3595,0,131,86,273,0,0,0,0,2310,88,1083,603,0,394,0,807,0,119,369,1474,1131,0,728,126,0,9,,,,
Age,Age 20 to 24,72,0,0,0,2171,106,2510,186,106,6075,566,0,0,401,160,287,496,0,307,1389,4272,172,240,0,134,0,106,0,163,1629,0,1844,879,221,274,0,356,121,0,79,1389,664,0,356,889,74,0,,,,
Age,Age 25 to 29,61,0,150,375,2971,120,2853,0,210,6586,1007,0,0,479,181,0,299,93,0,897,10866,419,741,0,233,0,0,161,394,3474,0,1865,556,222,147,95,1544,0,62,389,1997,299,0,656,979,0,549,,,,
Age,Age 30 to 34,94,0,130,97,6176,383,2170,0,418,12328,2550,122,0,1165,160,0,456,0,675,953,10320,1178,974,71,158,0,0,896,0,3976,0,2234,1136,922,206,201,4097,475,335,380,2332,580,0,922,1062,0,332,,,,
Age,Age 35 to 39,205,0,340,575,8285,0,2282,76,112,15212,1633,416,91,608,132,33,0,55,978,1812,13472,1217,0,273,250,150,876,70,0,5627,0,3685,1080,456,148,306,1143,808,343,92,3535,650,0,1122,936,54,221,,,,
Age,Age 40 to 44,0,153,481,115,5728,282,2639,0,59,10997,1820,0,46,1316,225,431,70,219,244,1379,9129,647,18,0,604,0,692,223,0,5275,319,4259,1478,157,239,287,900,30,578,282,2671,1370,0,1334,520,0,44,,,,
Age,Age 45 to 49,992,0,508,0,4964,138,2169,213,157,11295,1940,27,0,463,300,120,0,86,433,865,7398,216,202,134,250,0,0,808,460,4925,245,2869,0,234,0,359,866,44,509,179,1687,133,0,671,564,0,0,,,,
Age,Age 50 to 54,42,187,189,13,3559,249,2711,234,0,8933,1463,0,0,409,122,0,80,119,318,707,6718,82,146,63,0,0,0,378,307,3310,67,2790,716,348,0,701,670,304,119,236,1437,700,0,735,346,0,448,,,,
Age,Age 55 to 59,0,0,430,0,2886,384,1162,118,0,8654,990,77,0,116,386,0,0,0,253,613,6242,210,0,312,200,0,0,0,72,2343,0,3156,388,153,0,310,555,147,357,103,1360,587,0,320,269,0,241,,,,
