,State Code,1,2,4,5,6,8,9,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55
Population,Population,803,481,1798,236,28473,2792,16606,762,76187,13997,1026,210,3311,1386,719,1098,1112,4038,316,7884,69502,2727,2243,45,1382,50,852,1305,5034,34332,321,25427,5263,2840,242,892,9091,714,2141,49,688,15074,2507,42,5719,3905,408,501
Age,Age 0 to 4,0,0,0,0,148,0,504,0,446,92,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,79,63,0,0,0,163,0,0,0,0,190,0,0,0,0,0,0
Age,Age 05 to 09,59,92,0,0,149,0,209,0,1928,0,0,0,80,0,0,0,0,264,0,0,398,93,0,0,122,0,0,0,392,155,0,398,489,161,0,0,0,0,0,0,0,168,0,0,104,0,0,0
Age,Age 10 to 19,125,100,286,0,2683,48,1774,0,8570,2840,0,0,0,122,0,137,42,434,0,471,5699,338,0,0,119,0,0,89,270,1560,0,1278,180,292,0,0,910,61,89,0,0,1442,647,0,183,161,128,36
Age,Age 20 to 24,0,0,100,0,2590,734,1398,0,5915,724,157,0,65,140,0,189,0,319,88,416,6117,107,540,0,280,50,407,0,953,3424,223,3596,304,289,86,0,1218,0,90,49,0,1053,0,0,627,390,0,0
Age,Age 25 to 29,129,0,393,99,2293,35,2140,0,9778,1579,0,0,316,331,0,0,562,754,0,764,12362,367,313,45,279,0,0,81,372,4206,0,2630,679,189,0,0,1662,0,553,0,370,2362,405,0,195,1430,0,0
Age,Age 30 to 34,62,0,177,0,3776,564,3169,97,10819,1562,409,0,996,128,0,423,207,788,228,1427,10475,406,514,0,198,0,222,302,488,6322,0,3041,1029,0,0,111,1719,190,476,0,61,2385,166,0,793,374,0,154
Age,Age 35 to 39,188,0,72,0,4564,1108,2563,0,7907,1871,0,98,290,278,115,0,69,665,0,729,9283,303,278,0,231,0,29,189,81,5193,0,3438,1126,1103,0,0,1608,66,37,0,85,1608,0,0,1277,844,0,0
Age,Age 40 to 44,76,105,439,0,2982,0,2561,338,8971,2250,184,0,422,161,160,0,106,197,0,1164,9577,201,182,0,0,0,79,77,573,5017,0,2270,218,340,0,192,247,0,23,0,0,1557,316,0,522,298,212,143
Age,Age 45 to 49,0,48,110,137,2578,0,879,0,9406,1674,213,0,447,226,88,349,79,262,0,835,7236,182,180,0,76,0,0,128,902,2867,47,3924,282,152,0,79,417,0,517,0,0,1963,85,0,517,289,0,50
Age,Age 50 to 54,0,0,147,0,2405,115,410,78,4341,464,0,112,391,0,0,0,22,269,0,469,4574,176,117,0,77,0,0,128,874,1191,51,1091,270,85,85,92,915,233,303,0,119,1037,555,0,772,119,68,0
Age,Age 55 to 59,0,48,0,0,1224,101,663,249,2750,219,0,0,246,0,74,0,0,0,0,563,1755,175,92,0,0,0,115,116,0,2492,0,1559,154,147,71,206,63,164,0,0,0,615,173,0,531,0,0,0
Age,Age 60 to 64,88,88,0,0,874,0,107,0,2269,245,0,0,0,0,175,0,0,0,0,152,894,160,0,0,0,0,0,70,0,1057,0,723,0,0,0,91,0,0,0,0,0,209,72,42,132,0,0,118
Age,Age 65 to 69,0,0,0,0,922,87,0,0,1543,270,0,0,58,0,0,0,0,86,0,159,116,92,0,0,0,0,0,125,0,265,0,796,330,0,0,121,0,0,0,0,0,386,0,0,66,0,0,0
Age,Age 70 to 74,0,0,74,0,437,0,0,0,719,207,63,0,0,0,107,0,25,0,0,563,572,127,0,0,0,0,0,0,129,213,0,351,62,0,0,0,87,0,0,0,0,99,88,0,0,0,0,0
Age,Age 75 to 79,0,0,0,0,0,0,229,0,482,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,149,0,14,0,82,0,0,82,0,53,0,53,0,0,0,0,0,0,0
Age,Age 80 to 84,76,0,0,0,197,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,239,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age,Age 85 plus,0,0,0,0,651,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gender Distribution,Female,567,385,1400,236,17573,1467,8461,665,43476,6489,787,0,1683,660,530,847,238,1439,228,4456,30503,1776,1631,45,718,0,586,840,2382,19551,47,13239,3282,1540,157,695,4591,587,717,49,329,6819,1447,42,3134,1596,340,311
Gender Distribution,Male,236,96,398,0,10900,1325,8145,97,32711,7508,239,210,1628,726,189,251,874,2599,88,3428,38999,951,612,0,664,50,266,465,2652,14781,274,12188,1981,1300,85,197,4500,127,1424,0,359,8255,1060,0,2585,2309,68,190
Marital Status,Married,619,201,1270,137,14736,1815,9174,346,41896,7643,767,112,2263,978,162,678,124,1802,228,5066,33568,1695,1502,45,715,50,515,1216,3401,18321,98,12549,2783,2006,71,660,4305,304,1081,0,538,7901,1048,42,3542,2590,408,465
Marital Status,Widowed,0,88,0,0,828,0,363,0,2153,114,0,0,0,0,0,0,25,0,0,430,844,0,0,0,0,0,0,0,0,416,0,384,77,0,0,121,87,0,0,0,53,482,0,0,0,137,0,0
Marital Status,Divorced,0,0,61,0,3549,87,1501,78,5172,479,102,98,0,0,557,0,0,194,0,434,7702,230,0,0,0,0,0,0,0,2550,0,2348,243,0,85,0,630,349,303,0,0,1067,642,0,995,343,0,0
Marital Status,Separated,0,0,0,0,600,0,638,0,2810,778,0,0,153,0,0,94,0,139,0,368,2613,0,0,0,0,0,79,0,225,963,0,409,374,0,0,111,0,0,82,0,0,321,170,0,0,114,0,0
Marital Status,Never married or under 15 years old,184,192,467,99,8760,890,4930,338,24156,4983,157,0,895,408,0,326,963,1903,88,1586,24775,802,741,0,667,0,258,89,1408,12082,223,9737,1786,834,86,0,4069,61,675,49,97,5303,647,0,1182,721,0,36
Citizenship,U.S. citizen by naturalization,164,184,540,137,10689,335,2282,97,22069,3020,165,98,1837,238,175,58,149,366,218,1685,12189,528,442,0,280,0,62,1008,454,7617,0,7795,1461,589,71,565,1038,513,789,0,251,3523,1064,0,1669,775,145,118
Citizenship,Not a citizen of the U.S.,639,297,1258,99,17784,2457,14324,665,54118,10977,861,112,1474,1148,544,1040,963,3672,98,6199,57313,2199,1801,45,1102,50,790,297,4580,26715,321,17632,3802,2251,171,327,8053,201,1352,49,437,11551,1443,42,4050,3130,263,383
Year of Entry,Entered US before 2000,351,184,880,0,15064,835,6360,175,39156,6052,247,210,2313,408,524,58,232,1156,88,3891,27327,644,687,0,380,0,452,917,2325,16494,98,13714,2291,1096,85,454,2318,513,856,0,370,7378,977,0,2648,1791,280,322
Year of Entry,Entered US in 2000 or later,452,297,918,236,13409,1957,10246,587,37031,7945,779,0,998,978,195,1040,880,2882,228,3993,42175,2083,1556,45,1002,50,400,388,2709,17838,223,11713,2972,1744,157,438,6773,201,1285,49,318,7696,1530,42,3071,2114,128,179
Ability to speak English,Speaks English Less Than Very Well,116,105,548,0,9564,884,9350,249,31497,5318,145,0,751,283,195,678,94,2146,98,4075,43843,818,155,0,231,0,421,315,3684,19949,0,10904,2510,692,0,224,5286,140,1485,0,72,4538,670,0,2858,1542,68,0
Educational Attainment of population aged 25 or over,Less than high school,164,96,250,0,2035,0,2567,0,5923,855,145,98,0,0,107,0,0,847,0,1957,13908,0,143,0,0,0,0,0,1208,6148,0,2623,1236,174,0,200,915,0,338,0,0,570,0,0,191,223,0,0
