State_Code,State_Code,1,2,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,47,48,49,50,51,53,54,55,56
Population,Population,1781,209,2977,1072,49418,1770,16044,1187,1479,114476,13985,1293,458,8041,2049,1550,2435,1937,2113,1296,7211,80753,5645,2971,621,5415,244,321,4874,1599,29885,459,23881,7292,84,3332,1449,2400,11473,1216,3539,1653,16935,5930,175,4923,6825,126,1172,240
Age,Age 0 to 4,0,0,300,0,313,0,95,0,0,2359,182,0,0,138,0,0,0,0,0,0,140,1540,142,0,0,211,0,0,0,0,0,0,0,0,0,0,114,0,656,0,0,0,231,57,0,0,0,0,0,0
Age,Age 05 to 09,288,0,37,0,583,68,236,0,0,3506,428,0,0,123,0,0,0,0,0,0,0,1687,178,0,0,370,0,0,244,0,432,0,129,321,0,0,0,0,616,0,0,0,208,309,0,0,100,0,0,0
Age,Age 10 to 19,285,0,190,225,2706,0,780,0,0,8573,1160,68,0,429,0,0,355,0,499,0,160,6158,503,142,25,961,0,44,769,0,1029,0,1012,203,0,175,133,131,756,0,497,89,1048,374,0,0,344,110,39,0
Age,Age 20 to 24,0,0,177,272,3038,461,643,67,18,5078,673,0,274,523,537,0,133,349,76,201,754,2470,1263,25,193,217,0,0,123,0,1277,0,1122,1073,0,0,189,189,134,0,936,115,711,658,0,419,169,0,0,184
Age,Age 25 to 29,0,0,292,93,7328,146,1531,104,62,6350,964,833,73,0,561,182,0,70,0,246,679,7619,655,0,0,281,87,0,822,569,2400,0,2265,995,13,37,231,272,1559,122,0,52,851,865,0,528,745,0,0,0
Age,Age 30 to 34,60,0,716,0,5707,214,2034,0,364,11442,2031,0,0,1145,373,0,182,20,384,0,633,13100,889,178,71,635,157,0,565,218,5233,203,3467,642,0,496,271,417,1664,312,114,111,2937,528,0,686,1048,0,196,0
Age,Age 35 to 39,525,0,223,92,5189,325,3513,0,362,15047,1597,56,82,1080,190,630,718,189,341,463,842,12260,652,386,78,963,0,143,526,237,4573,106,2557,293,0,1052,114,503,2598,293,95,582,3940,561,0,766,743,0,0,0
Age,Age 40 to 44,265,73,143,43,7554,57,2236,885,230,15696,2498,53,29,988,117,428,504,281,387,196,711,9663,612,432,149,659,0,0,690,0,4027,0,2758,1075,0,353,111,313,1204,68,472,0,1571,548,0,509,1900,0,631,0
Age,Age 45 to 49,227,136,132,284,5438,83,1312,0,171,11023,1585,96,0,1128,14,0,133,294,426,0,721,7348,587,129,0,813,0,0,495,67,2275,91,2313,1604,0,102,42,0,488,190,388,98,1576,626,0,299,352,0,71,0
Age,Age 50 to 54,35,0,247,0,3606,58,1133,59,0,12076,978,0,0,488,160,0,172,240,0,190,669,8735,84,664,0,0,0,0,100,96,2486,0,2867,530,0,336,0,299,385,110,772,177,1097,65,130,291,322,0,115,56
Age,Age 55 to 59,0,0,160,0,2489,129,1221,0,0,8995,732,58,0,1229,97,0,141,193,0,0,1210,4769,56,162,0,0,0,0,0,69,1935,0,2168,281,0,452,179,263,248,60,187,179,691,773,45,743,318,0,0,0
Age,Age 60 to 64,43,0,180,0,2339,33,910,0,0,5962,563,0,0,255,0,0,0,301,0,0,22,3350,0,853,105,125,0,0,57,170,1665,0,1812,65,0,108,65,0,550,0,0,127,1023,77,0,335,595,16,25,0
Age,Age 65 to 69,0,0,126,63,1661,196,150,0,181,2692,208,0,0,294,0,310,0,0,0,0,196,861,0,0,0,0,0,0,227,0,787,0,447,24,0,0,0,0,423,61,0,0,814,305,0,281,66,0,95,0
Age,Age 70 to 74,53,0,54,0,408,0,0,0,0,2609,186,0,0,0,0,0,97,0,0,0,244,639,0,0,0,180,0,0,0,173,605,59,598,151,71,0,0,0,0,0,0,123,140,0,0,66,123,0,0,0
Age,Age 75 to 79,0,0,0,0,292,0,90,72,91,1537,200,0,0,221,0,0,0,0,0,0,115,349,0,0,0,0,0,0,136,0,967,0,321,35,0,116,0,0,89,0,78,0,0,184,0,0,0,0,0,0
Age,Age 80 to 84,0,0,0,0,434,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,134,59,0,157,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age,Age 85 plus,0,0,0,0,333,0,160,0,0,1088,0,129,0,0,0,0,0,0,0,0,115,205,0,0,0,0,0,0,61,0,37,0,0,0,0,105,0,13,103,0,0,0,97,0,0,0,0,0,0,0
Gender Distribution,Female,682,136,1997,266,26344,765,8756,1083,749,65338,7857,1114,184,5426,1118,1122,1049,776,1150,397,4364,40052,2338,1724,357,2718,244,187,2214,1133,16395,363,13248,5158,84,2081,712,1402,6741,855,2035,1063,10254,4202,45,3595,4372,16,842,56
Gender Distribution,Male,1099,73,980,806,23074,1005,7288,104,730,49138,6128,179,274,2615,931,428,1386,1161,963,899,2847,40701,3307,1247,264,2697,0,134,2660,466,13490,96,10633,2134,0,1251,737,998,4732,361,1504,590,6681,1728,130,1328,2453,110,330,184
Marital Status,Married,1112,209,2068,234,27723,1324,11547,1115,1150,68771,8957,1000,184,4894,1199,1058,1947,1473,1513,511,4686,41881,3395,2034,220,3543,244,178,1502,1498,17076,272,14692,4593,13,1969,1013,1479,6432,623,2547,1054,9672,4200,175,3675,4412,16,603,56
Marital Status,Widowed,53,0,0,0,1321,33,0,72,0,3218,18,129,0,171,0,0,0,0,0,0,175,2071,0,0,105,0,0,0,253,69,668,0,738,0,71,294,0,0,89,0,78,0,432,195,0,66,123,0,0,0
Marital Status,Divorced,43,0,74,0,5791,182,1000,0,0,10865,862,96,0,969,104,0,0,45,217,246,319,7534,56,770,78,98,0,0,710,32,4132,91,2923,353,0,336,0,101,1308,131,93,395,1608,260,0,219,700,0,71,0
Marital Status,Separated,0,0,0,76,648,0,125,0,0,2342,0,0,0,0,0,310,0,349,0,0,170,1554,108,0,0,0,0,0,0,0,377,0,145,0,0,229,0,0,165,82,0,0,229,43,0,318,0,0,0,0
Marital Status,Never married or under 15 years old,573,0,835,762,13935,231,3372,0,329,29280,4148,68,274,2007,746,182,488,70,383,539,1861,27713,2086,167,218,1774,0,143,2409,0,7632,96,5383,2346,0,504,436,820,3479,380,821,204,4994,1232,0,645,1590,110,498,184
Citizenship,U.S. citizen by naturalization,358,69,1530,231,21591,786,3865,944,568,43840,5030,225,29,3107,709,459,378,312,56,1148,2483,20270,445,2448,340,412,0,0,813,325,11111,363,12173,2395,71,2065,341,639,1946,606,1156,686,6780,1915,175,2836,2999,16,413,240
Citizenship,Not a citizen of the U.S.,1423,140,1447,841,27827,984,12179,243,911,70636,8955,1068,429,4934,1340,1091,2057,1625,2057,148,4728,60483,5200,523,281,5003,244,321,4061,1274,18774,96,11708,4897,13,1267,1108,1761,9527,610,2383,967,10155,4015,0,2087,3826,110,759,0
Year of Entry,Entered US before 2000,277,209,918,311,17295,610,5491,944,620,41611,2754,187,0,2808,271,428,547,289,121,952,2539,24855,247,1799,191,915,0,277,982,474,10787,150,10951,1349,71,1400,480,1205,3233,496,2456,686,4876,1869,175,2390,2191,16,454,240
Year of Entry,Entered US in 2000 or later,1504,0,2059,761,32123,1160,10553,243,859,72865,11231,1106,458,5233,1778,1122,1888,1648,1992,344,4672,55898,5398,1172,430,4500,244,44,3892,1125,19098,309,12930,5943,13,1932,969,1195,8240,720,1083,967,12059,4061,0,2533,4634,110,718,0
Ability to speak English,Speaks English Less Than Very Well,379,69,459,275,14796,830,8945,302,83,49366,5818,833,429,1296,337,310,988,583,1113,196,1508,51299,1256,667,88,909,0,134,2213,819,16598,0,5845,2836,13,621,206,625,5992,593,417,425,6470,1717,0,1073,1666,126,631,0
Educational Attainment of population aged 25 or over,Less than high school,0,136,118,76,1981,42,1546,0,91,6361,160,0,0,0,0,0,0,45,0,0,565,6912,0,0,0,98,0,134,389,0,2783,0,1142,338,0,86,0,405,581,278,0,164,441,0,0,82,0,0,0,0
Educational Attainment of population aged 25 or over,High School Graduate/GED or Alternative Credential,266,0,250,172,6033,193,5044,104,120,24483,4550,129,0,1305,463,0,638,527,601,315,521,33995,0,421,141,350,0,0,332,133,10348,0,3692,422,0,872,65,295,1345,366,912,0,1984,506,0,1098,1220,0,96,0
Educational Attainment of population aged 25 or over,Some College/Associate Degree,181,0,575,156,9634,164,3737,885,125,23549,2398,154,111,1488,104,0,96,467,589,0,920,11137,560,304,149,616,0,0,827,487,4218,107,2295,749,13,1191,0,260,3094,301,248,679,1894,2870,0,982,1620,16,634,0
Educational Attainment of population aged 25 or over,Bachelors Degree or Higher,761,73,1330,171,23274,842,2989,59,1125,39387,4250,942,73,3560,945,1550,1213,549,348,780,4084,12130,2999,2079,113,2592,244,143,1253,979,7868,352,13400,4186,71,1008,948,945,4020,271,797,606,10160,1156,175,2185,3372,0,403,56
Labor Force by Gender,Males In Civilian Labor Force,526,73,641,581,16746,872,6450,104,688,35392,4528,111,274,1759,445,428,490,1111,656,899,2279,33995,2412,1247,71,1929,0,0,1746,293,11439,96,7881,1658,0,853,623,599,3760,361,1448,433,5142,1238,130,1328,2106,0,330,184
Labor Force by Gender,Females In Civilian Labor Force,423,0,761,266,16406,485,5887,126,698,35447,4398,929,111,3414,282,812,99,174,676,397,3653,26872,1194,1433,269,567,244,44,565,506,10215,197,8307,3856,13,1221,481,855,4059,535,984,434,7090,2413,45,2695,2707,0,593,56
Unemployment by Gender,Unemployed Males,0,0,0,0,572,0,514,0,0,1578,77,0,0,0,0,0,0,349,106,0,0,923,0,0,0,0,0,0,0,0,139,0,73,161,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
Unemployment by Gender,Unemployed Females,0,0,0,167,437,0,0,0,0,2847,210,0,0,103,0,0,0,0,56,201,98,2414,95,0,0,0,0,0,157,0,1260,0,349,394,0,0,0,88,0,51,164,89,383,208,0,180,183,0,128,0
Employment Type,Private Wage and Salary Workers,308,0,1945,512,25851,1120,8793,230,692,50254,7178,982,385,4284,1615,459,482,1254,571,561,4364,46547,3770,1674,298,2564,0,0,1906,1279,15860,107,13864,3903,13,1893,883,970,6906,918,2000,706,10323,2874,175,2689,3395,0,481,56
Employment Type,Government Workers,0,73,63,92,3525,0,349,0,645,4366,230,0,0,313,209,781,10,0,162,344,974,1881,131,764,0,244,244,44,72,0,893,202,1577,745,0,0,42,650,174,61,257,64,1415,682,0,980,1441,16,0,184
Employment Type,Self employed Not incorporated,490,0,0,0,6599,123,3578,0,91,12421,2248,58,0,1108,114,0,97,81,762,391,753,12379,172,0,42,0,0,0,789,64,4870,91,1915,1399,0,218,114,183,1055,108,269,61,1328,524,0,926,668,0,334,0
Employment Type,Self employed Incorporated,151,0,56,76,1547,179,944,0,0,9868,615,0,0,546,14,0,0,0,190,0,219,3847,120,242,0,98,0,0,0,0,1609,0,1843,202,0,0,65,0,128,0,0,58,1202,536,0,190,181,0,108,0
