Type,State Code,1,2,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,47,48,49,51,53,54,55,56
Population,Population,510,156,1592,130,31886,1251,17859,683,1540,77123,13995,680,260,4221,1886,152,505,986,3360,139,6335,67903,2727,1595,664,1010,112,234,2826,1543,37336,221,24927,2838,69,1726,1098,1359,7349,1664,2658,526,10193,3021,3593,1655,363,415,55
Age,Age 0 to 4,0,0,0,0,0,0,611,0,0,1393,204,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0
Age,Age 05 to 09,0,0,0,73,384,0,522,20,135,1292,371,0,0,98,0,0,0,0,0,0,220,1484,95,0,0,0,0,0,0,0,412,0,107,135,0,0,0,0,72,201,392,0,601,107,106,0,0,0,0
Age,Age 10 to 19,131,0,0,0,1936,167,1169,204,0,5695,1301,103,17,325,165,152,143,0,0,0,602,4560,65,118,0,96,0,0,115,0,2501,0,1246,260,0,102,100,81,130,452,593,12,1577,109,978,185,196,213,0
Age,Age 20 to 24,0,0,0,0,2522,104,1924,119,200,9438,2417,0,0,312,0,0,0,113,0,0,1222,7291,253,817,0,0,0,0,0,482,3891,0,1252,318,0,114,608,80,1274,143,526,68,617,671,99,0,0,68,0
Age,Age 25 to 29,0,0,249,57,4731,93,1905,0,0,9130,1591,45,0,648,422,0,124,262,1149,0,305,12811,153,273,210,64,0,115,53,103,4341,0,1834,313,69,544,146,326,2034,194,350,0,601,514,261,291,0,0,0
Age,Age 30 to 34,66,71,141,0,3944,247,3196,0,98,10558,1636,51,0,353,379,0,0,321,199,0,190,13074,431,92,0,85,0,0,557,0,4494,0,3924,497,0,148,114,0,1205,198,217,84,2052,179,254,340,0,0,0
Age,Age 35 to 39,0,50,0,0,4158,156,2914,326,86,7575,2917,175,0,191,340,0,0,115,593,0,742,9244,188,0,0,440,0,0,0,83,6519,0,2973,210,0,85,0,70,1002,0,0,145,783,550,258,164,0,0,55
Age,Age 40 to 44,313,35,0,0,2911,133,3187,0,53,10349,1867,132,0,407,359,0,0,175,885,0,956,7858,410,0,0,81,112,0,254,92,5892,0,3822,183,0,0,95,296,962,160,397,54,1209,240,554,99,167,0,0
Age,Age 45 to 49,0,0,290,0,3179,87,1488,0,58,8274,641,0,243,265,0,0,0,0,91,139,687,6132,54,176,0,114,0,0,58,509,2772,0,2935,207,0,89,0,337,117,181,108,75,1132,237,179,161,0,0,0
Age,Age 50 to 54,0,0,147,0,2779,0,188,14,220,5039,455,68,0,717,0,0,0,0,359,0,553,1797,706,119,269,0,0,0,907,177,2186,0,2359,212,0,393,35,0,91,75,0,0,506,195,361,170,0,0,0
Age,Age 55 to 59,0,0,353,0,2257,264,398,0,173,1952,326,0,0,186,103,0,238,0,84,0,301,1975,271,0,185,130,0,119,82,0,1976,71,1680,173,0,64,0,169,0,60,0,0,221,0,234,0,0,0,0
Age,Age 60 to 64,0,0,56,0,771,0,109,0,0,3123,210,0,0,396,118,0,0,0,0,0,323,663,0,0,0,0,0,0,207,97,1289,150,433,58,0,0,0,0,109,0,0,0,266,0,71,0,0,0,0
Age,Age 65 to 69,0,0,189,0,1070,0,108,0,84,1074,0,0,0,113,0,0,0,0,0,0,131,431,0,0,0,0,0,0,261,0,502,0,708,175,0,95,0,0,161,0,75,0,278,75,88,245,0,0,0
Age,Age 70 to 74,0,0,75,0,272,0,83,0,162,702,0,0,0,145,0,0,0,0,0,0,103,69,0,0,0,0,0,0,332,0,391,0,863,0,0,92,0,0,0,0,0,88,0,56,126,0,0,0,0
Age,Age 75 to 79,0,0,0,0,704,0,57,0,0,208,0,106,0,65,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
Age,Age 80 to 84,0,0,92,0,268,0,0,0,152,846,59,0,0,0,0,0,0,0,0,0,0,116,101,0,0,0,0,0,0,0,107,0,520,97,0,0,0,0,0,0,0,0,350,0,0,0,0,134,0
Age,Age 85 plus,0,0,0,0,0,0,0,0,119,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,68,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
Gender Distribution,Female,164,121,996,73,16567,568,8821,158,933,40907,7477,538,127,2622,614,152,320,505,322,139,3415,28028,1300,1084,269,474,112,119,1940,1189,17668,221,15592,1177,69,1384,564,726,3541,1323,741,301,5689,2131,2034,752,72,165,0
Gender Distribution,Male,346,35,596,57,15319,683,9038,525,607,36216,6518,142,133,1599,1272,0,185,481,3038,0,2920,39875,1427,511,395,536,0,115,886,354,19668,0,9335,1661,0,342,534,633,3808,341,1917,225,4504,890,1559,903,291,250,55
Marital Status,Married,379,156,716,0,14623,667,10528,340,334,43819,7866,526,243,2363,964,0,100,483,752,0,4482,36544,1641,465,454,454,112,119,1654,552,18432,71,13349,1273,69,1418,254,667,4208,527,731,446,5142,1900,1964,936,167,134,55
Marital Status,Widowed,0,0,59,0,1289,0,0,0,152,2123,267,0,0,184,0,0,138,0,0,0,138,404,101,0,0,0,0,0,350,0,1036,74,944,97,0,0,0,0,0,0,0,0,273,56,24,157,0,0,0
Marital Status,Divorced,0,0,568,0,4775,264,1135,0,328,6578,360,0,0,491,379,0,0,0,0,139,0,3874,29,0,0,130,0,0,643,116,1460,76,2874,294,0,92,0,264,703,160,0,0,1279,372,230,34,0,0,0
Marital Status,Separated,0,0,0,0,930,0,310,0,0,3059,0,0,0,0,0,0,0,390,46,0,172,2182,0,0,0,0,0,0,0,393,986,0,1028,169,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0
Marital Status,Never married or under 15 years old,131,0,249,130,10269,320,5886,343,726,21544,5502,154,17,1183,543,152,267,113,2562,0,1543,24899,956,1130,210,426,0,115,179,482,15422,0,6732,1005,0,216,844,428,2438,977,1927,80,3405,693,1375,528,196,281,0
Citizenship,U.S. citizen by naturalization,114,85,1018,0,10095,494,3860,326,597,18787,1885,413,0,2587,195,0,0,611,278,0,1742,8833,588,223,664,541,112,119,975,302,9375,150,8490,1087,0,414,219,392,1378,1071,968,294,3585,611,883,624,0,415,55
Citizenship,Not a citizen of the U.S.,396,71,574,130,21791,757,13999,357,943,58336,12110,267,260,1634,1691,152,505,375,3082,139,4593,59070,2139,1372,0,469,0,115,1851,1241,27961,71,16437,1751,69,1312,879,967,5971,593,1690,232,6608,2410,2710,1031,363,0,0
Year of Entry,Entered US before 2000,412,156,1392,0,22210,832,7512,340,1307,36741,5984,413,243,2811,1020,0,138,403,568,139,3975,23061,1050,92,664,736,112,119,2483,1099,20667,150,16868,1753,0,859,254,843,1882,1071,1058,285,4522,1879,1706,1043,363,347,55
Year of Entry,Entered US in 2000 or later,98,0,200,130,9676,419,10347,343,233,40382,8011,267,17,1410,866,152,367,583,2792,0,2360,44842,1677,1503,0,274,0,115,343,444,16669,71,8059,1085,69,867,844,516,5467,593,1600,241,5671,1142,1887,612,0,68,0
Ability to speak English,Speaks English Less Than Very Well,298,121,206,0,8398,179,10395,224,641,41022,5409,435,17,1363,0,0,147,321,2724,0,2927,46778,601,176,0,540,0,0,1600,485,25314,71,10628,1198,0,181,117,408,4597,535,560,245,3314,804,1428,635,0,0,0
Educational Attainment of population aged 25 or over,Less than high school,0,85,53,0,1516,0,2424,0,321,10078,1378,106,0,201,0,0,0,0,797,0,1026,10320,0,0,0,0,0,0,643,92,9876,71,4210,79,0,0,0,312,275,467,66,142,638,0,539,55,0,0,0
Educational Attainment of population aged 25 or over,High School Graduate/GED or Alternative Credential,0,71,584,0,5711,103,6287,0,259,19846,2377,96,0,683,0,0,0,262,1715,0,972,26161,778,0,210,330,0,119,1007,0,9328,74,6985,422,0,95,124,51,3022,401,90,0,1700,516,334,157,0,0,55
Educational Attainment of population aged 25 or over,Some College/Associate Degree,313,0,457,0,8394,212,1530,209,0,11772,1906,301,0,938,665,0,124,321,512,139,605,9889,137,176,0,64,112,0,252,686,6426,76,4468,449,69,510,266,186,861,0,58,75,1105,803,449,257,72,0,0
Educational Attainment of population aged 25 or over,Bachelors Degree or Higher,66,0,498,57,11423,665,3392,131,625,17609,4041,74,243,1664,1056,0,238,290,336,0,1688,7955,1399,484,454,520,0,115,809,283,4902,0,6659,1175,0,905,0,649,1523,0,933,229,3955,815,1088,1001,95,134,0
Labor Force by Gender,Males In Civilian Labor Force,298,35,543,57,11981,589,7868,326,472,28851,5779,68,116,1359,714,0,138,481,3038,0,1683,34588,842,466,395,440,0,115,831,116,16691,0,7727,1238,0,230,124,552,3631,143,552,213,2902,706,1149,598,95,0,55
Labor Force by Gender,Females In Civilian Labor Force,66,0,398,0,9628,336,5710,119,500,25048,4261,283,127,1500,526,0,124,505,322,139,2188,17870,798,790,0,280,0,119,1252,1014,11145,150,8607,501,0,769,157,324,1427,901,644,213,2872,1075,1505,503,72,68,0
Unemployment by Gender,Unemployed Males,0,0,0,0,623,0,78,0,0,752,0,68,0,198,0,0,0,0,0,0,65,1200,0,0,0,0,0,0,0,0,1363,0,306,175,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
Unemployment by Gender,Unemployed Females,0,0,147,0,407,0,269,0,0,1394,0,0,0,105,121,0,0,0,0,0,0,784,291,0,0,114,0,0,0,0,194,0,425,0,0,119,0,0,362,0,0,0,228,0,0,0,0,0,0
Employment Type,Private Wage and Salary Workers,298,0,789,57,18348,924,10514,328,531,45133,6465,45,127,2200,1179,0,224,652,2476,139,2696,45864,1087,1352,395,816,0,119,1679,1402,24029,150,15412,1429,69,1053,246,486,4051,628,865,426,5779,1901,1697,1043,167,165,55
Employment Type,Government Workers,66,0,56,0,2293,57,251,117,270,1729,606,0,116,110,138,0,138,334,130,0,252,1081,0,125,0,130,0,115,142,0,507,0,933,280,0,0,209,180,0,235,358,0,272,148,674,147,0,116,0
Employment Type,Self employed Not incorporated,15,35,87,0,4332,0,3220,0,248,10557,2838,180,0,813,0,0,0,0,482,0,601,8912,736,0,0,0,0,0,405,0,3765,0,2526,472,0,0,35,151,2147,181,0,0,669,0,453,0,0,0,0
Employment Type,Self employed Incorporated,0,0,140,0,977,0,620,0,0,4735,531,200,0,78,103,0,0,0,272,0,795,1787,54,0,0,0,0,0,0,0,1573,0,396,0,0,237,0,51,0,0,0,0,270,147,246,108,0,0,0
Employment by Industry,"Accommodation and Food Services; and Arts, Entertainment and Recreation",0,0,0,0,3091,264,2002,0,77,5568,591,0,0,0,0,0,0,0,0,139,60,13711,191,301,0,426,0,0,478,116,2379,74,2015,68,0,196,100,79,136,231,307,0,1078,274,324,0,0,97,0
Employment by Industry,Construction,0,0,0,0,1590,0,4021,209,0,15887,2210,142,0,515,246,0,0,0,2908,0,1583,12503,0,0,0,0,0,0,346,103,10820,0,2897,370,0,0,0,227,1587,181,256,0,244,0,443,0,0,0,0
