State_Code,State_Code,1,2,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,44,45,47,48,49,50,51,53,54,55
Population,Population,521,44,1225,95,35588,2811,15597,1300,716,74905,13410,1501,730,6888,3438,981,1082,969,1218,592,9001,61019,4499,1332,316,1758,270,3289,2234,26055,284,20713,5714,377,4762,126,2033,6054,524,3245,434,19372,3070,74,7370,3941,213,1189
Age,Age 0 to 4,0,0,0,0,651,0,0,0,0,362,32,0,0,200,0,0,0,0,0,0,0,207,0,0,0,0,0,0,309,0,0,0,0,0,200,0,0,0,0,0,0,122,0,0,0,0,0,0
Age,Age 05 to 09,0,0,0,0,473,0,64,0,0,850,70,0,0,0,151,0,0,0,0,0,118,317,0,0,0,0,0,0,0,184,0,33,0,0,201,0,0,0,0,0,0,287,0,0,0,0,0,0
Age,Age 10 to 19,0,0,87,0,2575,133,921,565,172,4964,1318,107,103,162,437,41,150,0,24,0,859,1716,778,32,0,60,0,0,380,683,0,161,393,191,357,0,0,458,0,186,0,1119,0,0,357,995,87,279
Age,Age 20 to 24,0,0,0,95,1814,632,508,157,88,3870,2289,208,387,1570,846,240,373,416,0,0,260,3849,212,338,116,0,205,216,0,1148,0,1277,148,145,762,43,504,414,0,204,0,2173,231,0,264,342,0,314
Age,Age 25 to 29,0,0,124,0,4452,194,1204,0,54,6905,751,276,86,1413,407,181,105,0,544,269,326,3891,247,117,0,191,0,740,102,4222,0,1469,274,0,657,83,225,355,0,456,56,2721,143,0,790,196,0,317
Age,Age 30 to 34,299,0,0,0,4528,307,2305,55,358,7871,1162,161,74,1242,298,62,38,89,183,0,1560,9862,1071,291,0,108,0,0,562,2353,0,2351,586,41,1090,0,260,1837,77,842,145,2047,1093,0,1548,647,43,31
Age,Age 35 to 39,0,0,116,0,4702,150,2524,69,44,9739,1530,54,0,581,263,0,77,464,102,0,1636,12497,435,123,0,0,0,448,352,4781,0,1598,1046,0,430,0,0,885,82,239,169,2424,482,0,844,207,0,0
Age,Age 40 to 44,141,0,177,0,4869,460,2301,170,0,9579,1740,180,0,149,420,0,170,0,0,0,1758,7299,250,164,116,0,0,438,0,3192,202,2361,385,0,361,0,327,1000,253,618,0,2163,167,0,523,551,0,61
Age,Age 45 to 49,81,0,187,0,3608,286,1693,0,0,7760,1566,236,0,441,72,0,169,0,110,0,278,8361,208,16,0,217,0,466,142,2563,71,2856,617,0,175,0,210,236,0,298,0,1118,137,0,1121,225,0,0
Age,Age 50 to 54,0,44,88,0,2317,183,1269,51,0,7355,802,0,80,340,273,224,0,0,204,0,862,6401,256,37,0,1182,0,466,153,2661,0,2185,742,0,242,0,215,689,0,75,64,2183,99,0,737,360,0,146
Age,Age 55 to 59,0,0,109,0,2269,163,708,172,0,4857,645,279,0,396,141,0,0,0,0,0,375,2849,119,134,0,0,0,295,234,1554,0,2796,713,0,0,0,0,180,112,122,0,976,269,0,349,118,0,0
