,State Code,1,2,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,44,45,47,48,49,50,51,53,54,55
Population,Population,1855,267,4765,890,49887,2572,24464,412,1619,105276,15509,1317,467,6518,2273,46,2780,1397,1613,609,6677,93708,6420,3617,192,1165,178,864,6063,3736,42316,254,32452,6455,4814,947,2093,13364,2371,5888,2404,18895,7821,35,6122,7606,96,1099
Age,Age 0 to 4,0,0,0,87,852,0,604,0,210,836,198,0,0,0,0,0,0,0,0,0,30,1893,0,0,0,0,0,0,0,0,911,0,665,0,0,0,350,502,87,0,0,273,0,0,0,0,0,0
Age,Age 05 to 09,0,0,0,0,853,0,1345,0,0,4192,269,0,0,174,0,0,0,0,0,0,402,3331,235,0,0,0,0,0,0,0,972,0,755,215,0,0,73,1012,0,362,0,265,59,0,0,175,0,67
Age,Age 10 to 19,284,0,777,161,1834,0,2183,0,0,7221,524,139,0,95,535,12,462,0,0,0,566,8966,620,0,0,74,0,122,231,223,2661,0,795,88,292,0,101,525,135,723,178,433,852,26,624,373,0,333
Age,Age 20 to 24,0,0,406,0,3823,64,1559,27,49,3053,1191,0,119,584,0,0,254,72,63,0,543,6914,116,295,19,0,0,0,331,0,2020,0,2452,65,535,145,175,553,142,214,286,1195,712,9,193,731,96,12
Age,Age 25 to 29,141,0,0,0,6345,137,2920,0,162,8282,1244,0,80,1105,801,0,238,0,31,0,617,8114,564,174,4,64,0,160,386,276,5201,39,1594,1323,345,327,168,1521,57,134,490,1872,1735,0,603,461,0,349
Age,Age 30 to 34,133,0,401,321,6971,679,2899,166,191,11389,1536,462,0,1189,181,0,675,102,36,0,448,13435,1286,890,0,160,0,0,427,1302,3916,0,3204,913,200,0,136,1822,138,1634,52,2431,1311,0,768,1009,0,0
Age,Age 35 to 39,232,20,263,0,5624,513,3757,0,262,12459,2557,0,135,542,0,0,559,113,622,300,961,12017,2028,608,105,222,0,333,987,902,7336,0,4178,1106,652,0,755,2447,474,330,314,2649,988,0,708,1826,0,39
Age,Age 40 to 44,687,247,473,102,5250,742,3205,0,167,10044,1848,363,10,750,163,0,81,773,97,41,910,9622,554,175,17,0,178,0,899,824,4083,71,3948,419,1267,0,0,1273,55,1052,410,2058,528,0,682,831,0,73
