State_Code,State_Code,1,2,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,51,53,54,55,56
Population,Population,941,123,3075,644,32597,2117,13785,121,1121,64948,7131,466,141,4244,1009,608,605,578,3867,180,5638,57727,5273,3355,597,1882,263,4376,2909,30457,1298,21924,5446,767,4555,931,1340,12543,1718,2384,255,2519,14635,2562,4046,2094,343,1218,98
Age,Age 0 to 4,0,0,0,0,103,0,0,0,0,160,0,0,0,0,146,0,0,0,0,0,0,100,264,147,0,0,0,0,0,240,0,725,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0
Age,Age 05 to 09,0,0,0,0,0,0,0,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,441,0,0,42,0,0,0,0,0,0,84,0,104,605,79,0,0,0,0,0
Age,Age 10 to 19,20,0,451,0,1114,0,545,65,0,3754,494,0,0,240,0,57,133,0,0,0,242,3493,203,217,0,337,126,413,10,1854,174,1343,417,311,265,593,28,737,0,99,0,654,329,450,0,111,0,0,22
Age,Age 20 to 24,0,0,588,0,2203,482,577,0,248,3854,667,0,34,375,202,154,0,429,445,0,206,3309,249,376,0,56,137,1156,0,1540,73,1812,356,65,1008,0,351,1192,314,160,0,302,854,280,272,0,73,576,0
Age,Age 25 to 29,432,0,76,205,2941,219,1863,0,102,3765,168,0,0,288,105,0,0,0,1192,0,508,6179,657,0,0,378,0,787,1024,3658,0,1807,269,0,816,0,0,3146,73,360,0,126,2457,256,269,615,0,0,0
Age,Age 30 to 34,0,0,238,0,3931,479,1971,0,59,5789,306,0,0,1318,8,0,0,135,230,0,1504,11116,672,884,170,223,0,230,554,4858,0,2630,552,0,491,0,24,3021,147,707,96,0,2416,307,933,339,0,504,0
Age,Age 35 to 39,79,0,439,0,5445,0,1444,37,0,8387,811,96,0,356,135,397,28,0,777,0,94,9499,1031,189,236,81,0,847,324,3477,307,2376,643,391,574,0,249,1637,400,173,159,265,1574,449,451,427,0,0,0
Age,Age 40 to 44,0,0,625,179,3642,192,2114,0,0,5660,1432,150,44,447,0,0,186,14,709,0,904,8582,848,827,191,134,0,0,0,3682,297,3295,750,0,263,0,58,987,317,214,0,184,1866,150,190,226,0,45,0
Age,Age 45 to 49,277,64,0,0,3232,617,1226,0,0,8330,1193,52,0,545,133,0,258,0,0,180,660,4731,375,323,0,86,0,173,715,3533,0,2676,768,0,201,0,223,518,0,0,0,518,833,202,509,0,270,0,0
