Type,State Code,1,4,5,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55
Population,Population,1370,1435,139,31903,1250,18264,612,460,66657,14295,488,161,5079,1499,1872,585,385,506,242,7135,75809,2845,1400,17,657,248,647,887,2180,38685,581,22317,3115,1894,530,1749,4746,2627,1966,48,953,11292,2867,108,7458,2282,279,453
Age,Age 0 to 4,0,0,0,0,0,69,0,0,83,68,0,0,0,0,0,0,0,0,0,69,109,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,213,207,0,0,85,0,0
Age,Age 05 to 09,349,0,0,314,56,262,0,0,1997,964,0,0,83,79,124,0,0,0,0,774,1516,85,0,0,0,0,0,0,79,752,0,664,77,0,0,0,0,0,0,0,77,409,0,0,0,0,0,0
Age,Age 10 to 19,0,379,0,1904,93,1302,0,0,5159,2063,0,0,657,79,39,104,0,0,0,927,7538,467,299,0,439,0,440,74,23,2501,74,417,84,583,98,226,270,0,0,48,284,1050,75,39,782,30,0,0
Age,Age 20 to 24,67,0,139,1788,0,3039,0,102,8121,1888,0,0,483,0,353,27,121,0,0,401,10207,160,0,17,0,0,0,120,200,4797,243,1154,870,193,84,302,0,418,235,0,89,595,235,0,1327,269,123,118
Age,Age 25 to 29,30,0,0,2986,412,3965,0,138,8469,1206,0,0,347,85,117,163,0,0,0,529,14480,906,242,0,0,248,0,70,186,5341,0,3012,460,402,0,297,564,323,733,0,0,1861,585,0,651,374,91,152
Age,Age 30 to 34,120,0,0,4400,0,1726,327,68,5544,2870,210,91,502,92,922,63,77,0,242,305,10361,104,99,0,0,0,0,0,165,4918,0,2888,591,103,162,152,199,567,99,0,148,982,578,0,1017,318,0,0
Age,Age 35 to 39,190,153,0,5797,0,2379,0,89,8904,1939,22,0,651,262,0,0,107,0,0,336,10358,279,125,0,218,0,0,58,392,5374,0,3107,257,205,83,0,1235,458,0,0,127,1948,133,0,751,313,0,0
Age,Age 40 to 44,281,504,0,4171,0,2161,0,0,6875,1869,185,0,717,463,207,0,80,0,0,1786,7833,184,0,0,0,0,0,59,356,6091,264,4490,206,246,103,285,1354,380,0,0,228,1267,532,0,1138,69,0,67
Age,Age 45 to 49,25,0,0,3361,384,1357,141,63,7845,900,71,0,517,154,110,0,0,155,0,943,6575,125,0,0,0,0,106,58,360,4244,0,1568,355,68,0,88,356,0,299,0,0,993,273,0,596,218,65,0
Age,Age 50 to 54,132,67,0,2926,105,762,144,0,5746,467,0,70,251,0,0,228,0,0,0,129,3391,313,212,0,0,0,101,111,0,2094,0,1124,59,0,0,213,98,0,246,0,0,455,249,0,620,267,0,0
Age,Age 55 to 59,25,59,0,1442,106,407,0,0,3297,0,0,0,84,76,0,0,0,16,0,445,1810,128,178,0,0,0,0,129,0,1034,0,1144,89,94,0,0,226,260,149,0,0,81,0,0,208,0,0,0
Age,Age 60 to 64,0,65,0,665,94,738,0,0,2095,0,0,0,168,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,59,608,0,631,67,0,0,0,113,156,0,0,0,562,0,0,269,72,0,0
Age,Age 65 to 69,0,59,0,901,0,0,0,0,986,0,0,0,452,0,0,0,0,0,0,358,200,0,168,0,0,0,0,0,360,757,0,1225,0,0,0,95,300,65,0,0,0,422,0,0,0,199,0,116
Age,Age 70 to 74,63,59,0,524,0,0,0,0,1123,0,0,0,106,97,0,0,0,0,0,0,821,94,0,0,0,0,0,208,0,116,0,172,0,0,0,0,0,0,93,0,0,384,0,0,0,68,0,0
Age,Age 75 to 79,0,0,0,312,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,49,0,0,77,0,0,0,0,0,0,0,0,404,0,0,0,91,31,0,0,0,0,70,0,0,0,0,0,0
Age,Age 80 to 84,0,90,0,177,0,97,0,0,0,61,0,0,0,112,0,0,0,335,0,84,0,0,0,0,0,0,0,0,0,58,0,67,0,0,0,0,0,0,0,0,0,0,0,69,48,0,0,0
Age,Age 85 plus,88,0,0,235,0,0,0,0,121,0,0,0,61,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,112,0,0,0,0,0,51,0,0,0
Gender Distribution,Female,840,630,0,18696,721,8080,392,222,34266,6598,278,161,2785,658,1099,454,308,155,0,4750,33639,1932,1034,17,251,0,212,420,595,18414,243,13430,1647,1019,181,1012,2235,948,1037,0,517,6545,1686,69,4027,1412,156,434
Gender Distribution,Male,530,805,139,13207,529,10184,220,238,32391,7697,210,0,2294,841,773,131,77,351,242,2385,42170,913,366,0,406,248,435,467,1585,20271,338,8887,1468,875,349,737,2511,1679,929,48,436,4747,1181,39,3431,870,123,19
Marital Status,Married,954,907,139,19855,1007,10432,248,206,34851,6924,354,161,2270,1005,613,454,157,506,242,3499,38377,1759,995,17,129,248,207,437,1264,21285,264,11776,2135,1055,348,740,1946,1467,1181,0,376,6898,2010,0,4883,1732,156,316
Marital Status,Widowed,0,0,0,619,0,409,0,0,601,442,0,0,126,209,0,0,0,0,0,0,642,94,0,0,0,0,0,60,0,689,0,627,0,0,0,0,31,150,112,0,0,323,0,69,48,0,0,0
Marital Status,Divorced,0,165,0,3081,0,745,0,63,7580,970,0,0,440,0,0,0,0,0,0,758,5069,181,0,0,0,0,0,126,205,1285,0,2561,205,63,0,88,1031,116,0,0,0,626,300,0,400,111,0,0
Marital Status,Separated,0,90,0,365,94,104,141,0,2198,176,0,0,0,106,743,0,0,0,0,0,1209,0,0,0,0,0,0,70,0,916,0,866,117,0,0,130,0,0,0,0,0,0,0,0,109,0,0,0
Marital Status,Never married or under 15 years old,416,273,0,7983,149,6574,223,191,21427,5783,134,0,2243,179,516,131,228,0,0,2878,30512,811,405,0,528,0,440,194,711,14510,317,6487,658,776,182,791,1738,894,673,48,577,3445,557,39,2018,439,123,137
Citizenship,U.S. citizen by naturalization,457,662,0,13158,564,3561,144,70,17304,1435,183,0,1588,263,124,167,201,351,0,1507,10665,528,479,0,106,248,609,639,182,7749,74,6421,706,778,368,998,1371,608,630,0,175,2835,634,0,2231,819,123,118
Citizenship,Not a citizen of the U.S.,913,773,139,18745,686,14703,468,390,49353,12860,305,161,3491,1236,1748,418,184,155,242,5628,65144,2317,921,17,551,0,38,248,1998,30936,507,15896,2409,1116,162,751,3375,2019,1336,48,778,8457,2233,108,5227,1463,156,335
Year of Entry,Entered US before 2000,612,1051,0,21438,470,11599,533,152,35952,5739,278,70,3188,1256,580,63,308,506,242,3845,30317,1017,468,0,439,248,609,697,648,19517,338,14831,1697,855,530,1300,2119,1249,1071,48,609,4841,1634,69,4276,1327,188,301
Year of Entry,Entered US in 2000 or later,758,384,139,10465,780,6665,79,308,30705,8556,210,91,1891,243,1292,522,77,0,0,3290,45492,1828,932,17,218,0,38,190,1532,19168,243,7486,1418,1039,0,449,2627,1378,895,0,344,6451,1233,39,3182,955,91,152
Ability to speak English,Speaks English Less Than Very Well,356,228,0,11349,391,11239,220,70,34863,7274,98,0,1222,181,1626,190,0,490,0,3952,52820,615,581,17,129,0,207,46,1812,23422,0,9589,273,352,186,584,2658,1587,393,48,205,4539,520,0,2217,673,0,152
Educational Attainment of population aged 25 or over,Less than high school,0,59,0,1525,0,1941,0,0,5261,189,0,0,273,85,0,0,0,93,0,1691,11347,111,124,0,0,0,0,0,0,10000,0,3542,173,0,0,152,352,1005,323,0,0,1261,143,0,623,233,0,0
Educational Attainment of population aged 25 or over,High School Graduate/GED or Alternative Credential,233,65,0,5890,168,7099,0,70,15693,4124,98,0,223,21,0,0,80,0,242,866,27965,257,143,0,129,0,0,268,680,9735,0,6269,340,130,0,91,1299,505,358,0,0,2561,272,69,1113,111,0,219
Educational Attainment of population aged 25 or over,Some College/Associate Degree,150,275,0,6884,214,2101,392,0,12615,1421,22,0,801,684,743,163,0,335,0,898,9689,516,124,0,0,248,0,358,419,6498,264,4136,665,68,0,603,1446,235,0,0,0,1258,1058,0,1088,306,65,0
Educational Attainment of population aged 25 or over,Bachelors Degree or Higher,571,657,0,13598,719,2451,220,288,17728,3578,368,161,2559,551,613,291,184,78,0,1509,7438,1249,710,0,89,0,207,67,779,4402,0,5978,906,920,348,375,1379,464,1050,0,503,3945,877,0,2525,1248,91,116
Labor Force by Gender,Males In Civilian Labor Force,339,473,139,10072,436,8859,220,170,25079,6410,112,0,1576,683,649,27,77,16,242,1558,36684,732,366,0,181,248,101,387,1553,16868,264,8093,1222,525,265,646,2398,1331,577,48,203,2656,1030,0,3108,785,0,19
Labor Force by Gender,Females In Civilian Labor Force,62,360,0,10502,557,4454,392,152,21695,3741,256,70,1556,196,834,163,187,93,0,2581,23790,1227,667,0,251,0,174,255,525,12771,243,7119,1066,285,0,594,1364,583,706,0,328,3428,1104,0,2082,448,91,249
Unemployment by Gender,Unemployed Males,0,0,0,329,0,70,0,0,928,136,0,0,198,0,379,0,0,0,0,84,1376,235,0,0,92,0,0,0,0,1058,0,396,100,0,0,0,0,0,0,0,0,275,0,0,69,0,0,0
Unemployment by Gender,Unemployed Females,0,0,0,141,0,48,0,0,1434,110,0,0,0,0,0,0,0,0,0,0,1066,192,0,0,122,0,0,0,0,1068,0,335,0,109,0,0,0,0,0,0,0,154,152,0,0,0,91,0
